Protocolo ,Origem          ,Destino         ,Tamanho Médio ,Tamanho Mínimo ,Tamanho Máximo ,Soma Tamanho ,Duração Fluxo          ,Média Intervalo        ,Intervalo Mínimo       ,Intervalo Máximo       ,Taxa Média bps
TCP       ,10.50.2.42      ,142.251.128.202 ,         82.0 ,            82 ,            82 ,         328 ,0.14352799999999633    ,0.03588199999999908    ,0.011848000000000525   ,0.10217500000000257    ,    18282.147037512314
TCP       ,10.50.2.42      ,142.251.128.202 ,         90.0 ,            90 ,            90 ,        2340 ,0.11834499999999792    ,0.004551730769230689   ,1.699999999971169e-05  ,0.025323000000000206   ,   158181.58773078988
TCP       ,10.50.2.42      ,142.251.128.202 ,       1466.0 ,          1466 ,          1466 ,        2932 ,0.4283140000000003     ,0.21415700000000015    ,0.4283140000000003     ,0.4283140000000003     ,    54763.561312495
TCP       ,10.50.2.42      ,142.251.128.227 ,         54.0 ,            54 ,            54 ,        1350 ,35.514583              ,1.42058332             ,0.00016699999999758575 ,14.204569              ,      304.1004310820713
TCP       ,10.50.2.42      ,142.251.128.227 ,         66.0 ,            66 ,            66 ,         396 ,21.295057              ,3.549176166666667      ,0.0115820000000042     ,16.621018              ,      148.76691806929657
TCP       ,10.50.2.42      ,142.251.128.227 ,         74.0 ,            74 ,            74 ,         222 ,0.06050499999999914    ,0.02016833333333305    ,0.010959999999997194   ,0.04954500000000195    ,    29352.946037517977
TCP       ,10.50.2.42      ,142.251.128.227 ,         82.0 ,            82 ,            82 ,         410 ,0.03792399999999674    ,0.007584799999999348   ,0.0002309999999994261  ,0.02111099999999766    ,    86488.76700770705
TCP       ,10.50.2.42      ,142.251.128.227 ,         90.0 ,            90 ,            90 ,         270 ,0.010669999999997515   ,0.0035566666666658384  ,0.002299000000000717   ,0.008370999999996798   ,   202436.7385192599
TCP       ,10.50.2.42      ,142.251.128.227 ,       1466.0 ,          1466 ,          1466 ,        4398 ,19.984654              ,6.661551333333333      ,3.3671489999999977     ,16.617505              ,     1760.5508706830751
TCP       ,10.50.2.42      ,142.251.128.238 ,         54.0 ,            54 ,            54 ,         432 ,1.052888000000003      ,0.13161100000000037    ,0.0002500000000011937  ,0.6228499999999997     ,     3282.4004072607822
TCP       ,10.50.2.42      ,142.251.128.238 ,         66.0 ,            66 ,            66 ,         132 ,0.12138199999999699    ,0.060690999999998496   ,0.12138199999999699    ,0.12138199999999699    ,     8699.807220181132
TCP       ,10.50.2.42      ,142.251.128.238 ,       1466.0 ,          1466 ,          1466 ,        1466 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,    11728.0
TCP       ,10.50.2.42      ,142.251.129.10  ,         54.0 ,            54 ,            54 ,        1026 ,2.1621880000000004     ,0.11379936842105265    ,8.000000000407681e-05  ,1.0736569999999972     ,     3796.1546359520994
TCP       ,10.50.2.42      ,142.251.129.10  ,         66.0 ,            66 ,            66 ,         594 ,1.091625999999998      ,0.12129177777777755    ,6.8999999996322e-05    ,0.4670679999999976     ,     4353.139261981676
TCP       ,10.50.2.42      ,142.251.129.10  ,         74.0 ,            74 ,            74 ,         444 ,0.729025               ,0.12150416666666668    ,4.399999999549209e-05  ,0.3744700000000023     ,     4872.2608964027295
TCP       ,10.50.2.42      ,142.251.129.10  ,         82.0 ,            82 ,            82 ,         574 ,0.7287079999999975     ,0.10410114285714249    ,0.00013400000000274304 ,0.29523799999999767    ,     6301.5638637149805
TCP       ,10.50.2.42      ,142.251.129.10  ,         90.0 ,            90 ,            90 ,        3150 ,0.700527000000001      ,0.020015057142857173   ,2.3999999996249244e-05 ,0.24195199999999772    ,    35972.9175320865
TCP       ,10.50.2.42      ,142.251.129.10  ,       1466.0 ,          1466 ,          1466 ,        1466 ,0.0                    ,0.0                    ,0.0                    ,0.0                    ,    11728.0
TCP       ,10.50.2.42      ,142.251.129.22  ,         54.0 ,            54 ,            54 ,        3024 ,24.323152999999998     ,0.4343420178571428     ,7.399999999790907e-05  ,15.598654000000003     ,      994.6078947906138
TCP       ,10.50.2.42      ,142.251.129.22  ,         66.0 ,            66 ,            66 ,         726 ,24.323741              ,2.211249181818182      ,0.0003829999999993561  ,22.491391              ,      238.7790595204907
TCP       ,10.50.2.42      ,142.251.129.22  ,         74.0 ,            74 ,            74 ,         148 ,0.16644200000000353    ,0.08322100000000177    ,0.16644200000000353    ,0.16644200000000353    ,     7113.58911813109
TCP       ,10.50.2.42      ,142.251.129.22  ,         82.0 ,            82 ,            82 ,         164 ,0.15740400000000676    ,0.07870200000000338    ,0.15740400000000676    ,0.15740400000000676    ,     8335.239256943558
TCP       ,10.50.2.42      ,142.251.129.22  ,         90.0 ,            90 ,            90 ,        2970 ,0.15339200000000375    ,0.004648242424242538   ,3.8000000003535206e-05 ,0.013715999999995176   ,   154897.25670177987
TCP       ,10.50.2.42      ,142.251.129.22  ,       1466.0 ,          1466 ,          1466 ,        2932 ,23.50694               ,11.75347               ,23.50694               ,23.50694               ,      997.8329803879195
TCP       ,10.50.2.42      ,142.251.132.193 ,         54.0 ,            54 ,            54 ,        1404 ,5.669959999999996      ,0.21807538461538448    ,0.00011399999999639476 ,2.0688360000000046     ,     1980.966356023677
